DATE,SIM,OBS
22/02/2010,2503.53194,5368.8
23/02/2010,2524.22678,5368.8
24/02/2010,2553.12163,5368.8
25/02/2010,2590.81648,5368.8
26/02/2010,2650.73208,5368.8
27/02/2010,2730.58006,5392.9
28/02/2010,2848.52803,5392.9
01/03/2010,3010.87601,5392.9
02/03/2010,3183.42399,5392.9
03/03/2010,3312.57197,5417.1
04/03/2010,3379.41994,5417.1
05/03/2010,3437.46792,5441.3
06/03/2010,3632.9159,5514.6
07/03/2010,4162.46388,5563.9
08/03/2010,5100.81185,5613.5
09/03/2010,6242.15983,5638.4
10/03/2010,7213.20781,5738.9
11/03/2010,7753.05579,5815.1
12/03/2010,7820.10376,5917.9
13/03/2010,7516.65174,6127.6
14/03/2010,6990.69972,6591.5
15/03/2010,6378.6477,6905.2
16/03/2010,5781.99567,7170
17/03/2010,5262.64365,7170
18/03/2010,4857.28719,6992.7
19/03/2010,4564.67411,6818.6
20/03/2010,4382.56103,6676
21/03/2010,4290.24795,6535.6
22/03/2010,4272.23487,6480.1
23/03/2010,4340.92179,6480.1
24/03/2010,4408.60871,6480.1
25/03/2010,4324.79563,6452.4
26/03/2010,4184.98255,6452.4
27/03/2010,4157.06947,6452.4
28/03/2010,4348.25638,6535.6
29/03/2010,4833.2433,6847.4
30/03/2010,5634.33022,7170
31/03/2010,6722.51714,7659.4
01/04/2010,8032.50406,8609
02/04/2010,9425.39098,10487.8
03/04/2010,10650.6779,11597.6
04/04/2010,11570.96482,12609.8
05/04/2010,12241.15174,12655.3
06/04/2010,12662.53866,12295.1
07/04/2010,13140.32558,12295.1
08/04/2010,13992.0125,13163.3
09/04/2010,15127.09942,14324.2
10/04/2010,16219.58634,14727.5
11/04/2010,16975.92449,14983.8
12/04/2010,17229.09116,14983.8
13/04/2010,17007.65782,15506.4
14/04/2010,16461.12449,15719.2
15/04/2010,15981.49116,15191.3
16/04/2010,15837.15782,14575.3
17/04/2010,15929.42449,14424.2
18/04/2010,16079.89116,15400.8
19/04/2010,16307.35782,15191.3
20/04/2010,16718.02449,15934.1
21/04/2010,17319.59116,17442.6
22/04/2010,18051.45782,18809.2
23/04/2010,18946.92449,19427.5
24/04/2010,20471.8631,20124.9
25/04/2010,22696.04986,20189.3
26/04/2010,25130.03661,20060.8
27/04/2010,27995.22337,23968.1
28/04/2010,30874.51013,28831.8
29/04/2010,33661.29689,30634.2
30/04/2010,35823.18365,30546.6
01/05/2010,36987.27041,28580.9
02/05/2010,37164.85717,26552.6
03/05/2010,36274.24393,23460.2
04/05/2010,34547.03069,21575.5
05/05/2010,32496.61744,19869.2
06/05/2010,30875.8042,18325.1
07/05/2010,29254.09096,17384.9
08/05/2010,26915.67772,17041.8
09/05/2010,24715.56448,17270
10/05/2010,23210.45124,18086.6
11/05/2010,22347.938,18809.2
12/05/2010,21776.52476,18445.3
13/05/2010,21007.61151,18086.6
14/05/2010,19920.29827,18086.6
15/05/2010,18855.18503,18505.6
16/05/2010,18374.77179,19679
17/05/2010,19157.85855,24782.8
18/05/2010,21374.69527,28331.6
19/05/2010,24643.45611,30197.7
20/05/2010,27917.91694,31521.4
21/05/2010,30298.17777,33073.1
22/05/2010,31758.33861,31253.3
23/05/2010,32473.19944,28248.9
24/05/2010,32745.16027,27837.9
25/05/2010,32907.7211,27674.7
26/05/2010,32832.28194,30634.2
27/05/2010,32430.54277,32795.2
28/05/2010,31658.6036,31972
29/05/2010,30857.36444,29851.8
30/05/2010,29981.42527,28166.3
31/05/2010,28869.0861,27674.7
01/06/2010,27922.24693,26552.6
02/06/2010,27050.70777,26082.1
03/06/2010,26259.75714,26552.6
04/06/2010,26212.11921,26160.1
05/06/2010,27436.68128,26790.1
06/06/2010,29705.34335,28331.6
07/06/2010,31934.80542,30284.6
08/06/2010,33555.46749,32980.3
09/06/2010,34137.92956,33073.1
10/06/2010,33411.49163,33352.7
11/06/2010,33392.95369,36947.6
12/06/2010,34381.21576,43808.6
13/06/2010,35957.47783,43808.6
14/06/2010,37259.8399,39577.7
15/06/2010,37996.10197,36664.4
16/06/2010,38120.66404,34393.1
17/06/2010,38245.02373,34107
18/06/2010,38817.75906,34012
19/06/2010,39488.69438,34970.6
20/06/2010,39780.72971,34970.6
21/06/2010,39945.66504,36947.6
22/06/2010,40444.90037,38098.3
23/06/2010,41276.33569,37232.6
24/06/2010,42037.07102,38832.2
25/06/2010,42211.30635,38980.4
26/06/2010,42044.24168,38980.4
27/06/2010,41464.777,40030.6
28/06/2010,41147.01233,44631.3
29/06/2010,41647.64766,55331.6
30/06/2010,43054.08299,55927.2
01/07/2010,44836.51832,54350.5
02/07/2010,46399.75364,53575.9
03/07/2010,46843.78897,52620.4
04/07/2010,45639.4243,52810.4
05/07/2010,43465.58088,53000.9
06/07/2010,41792.89716,51306.1
07/07/2010,40797.81344,49295.2
08/07/2010,40301.72972,46485.7
09/07/2010,39752.146,45973.8
10/07/2010,38493.26228,45804.2
11/07/2010,37079.87856,47873.6
12/07/2010,36157.59484,50935.6
13/07/2010,36329.01112,53768.7
14/07/2010,37177.4274,54545.6
15/07/2010,38085.04368,54545.6
16/07/2010,38595.75996,53000.9
17/07/2010,38804.47624,51120.6
18/07/2010,38429.59252,50567.2
19/07/2010,37479.9088,50567.2
20/07/2010,37083.02508,53575.9
21/07/2010,37966.04136,54937.5
22/07/2010,40166.15764,55728.1
23/07/2010,43010.17392,59193.1
24/07/2010,46079.7902,59822.4
25/07/2010,48688.3878,57134.2
26/07/2010,50167.1174,53575.9
27/07/2010,49931.547,50935.6
28/07/2010,48465.7766,50201.1
29/07/2010,46492.00619,48758.1
30/07/2010,44365.63579,48049.4
31/07/2010,42485.66539,46485.7
01/08/2010,41230.99499,46314.5
02/08/2010,41025.22459,44631.3
03/08/2010,41748.65419,43483.1
04/08/2010,42706.08379,40794.8
05/08/2010,42959.81338,40030.6
06/08/2010,42161.34298,39577.7
07/08/2010,40669.37258,39129
08/08/2010,38790.40218,38390.5
09/08/2010,36673.13178,37952.9
10/08/2010,34572.76138,36947.6
11/08/2010,32941.39098,34777.3
12/08/2010,31813.82058,34393.1
13/08/2010,30953.75017,33822.7
14/08/2010,30538.47977,33540.1
15/08/2010,30294.60937,32887.7
16/08/2010,30074.23897,32611
17/08/2010,29949.98148,32244.7
18/08/2010,30526.59527,34012
19/08/2010,32567.30906,36805.8
20/08/2010,35832.62284,39278.1
21/08/2010,39525.83663,41571
22/08/2010,42376.25042,41884.8
23/08/2010,43830.16421,44465.7
24/08/2010,44316.37799,47002.2
25/08/2010,44345.99178,51120.6
26/08/2010,43657.40557,51866
27/08/2010,43595.71936,51306.1
28/08/2010,44262.73314,51120.6
29/08/2010,45540.64693,53768.7
30/08/2010,47728.96072,54741.2
31/08/2010,50679.47451,54741.2
01/09/2010,53753.2883,52620.4
02/09/2010,56465.40208,50935.6
03/09/2010,57842.41587,50201.1
04/09/2010,58023.32966,48580.1
05/09/2010,57415.14345,48402.7
06/09/2010,56658.95723,48225.8
07/09/2010,55211.51405,48580.1
08/09/2010,52543.05644,47175.4
09/09/2010,50685.19882,46485.7
10/09/2010,50190.34121,46829.5
11/09/2010,51194.4836,49295.2
12/09/2010,53414.32598,53000.9
13/09/2010,56115.96837,57950.6
14/09/2010,58898.91076,59822.4
15/09/2010,60924.85314,59822.4
16/09/2010,61301.09553,59822.4
17/09/2010,59581.83792,58362.4
18/09/2010,56194.4803,55134.3
19/09/2010,52260.12269,52430.9
20/09/2010,48639.76507,50383.9
21/09/2010,45547.90746,49837.1
22/09/2010,42780.44985,49475.3
23/09/2010,40571.09223,49115.6
24/09/2010,39099.08752,48225.8
25/09/2010,38097.28233,46657.3
26/09/2010,37169.07715,45130.9
27/09/2010,35901.77196,42998.4
28/09/2010,34190.56677,41103.8
29/09/2010,32880.36159,39728.2
30/09/2010,32394.0564,38980.4
01/10/2010,32488.05122,37952.9
02/10/2010,32993.34603,37375.7
03/10/2010,33441.74084,37807.9
04/10/2010,33365.63566,37952.9
05/10/2010,32577.33047,34970.6
06/10/2010,31173.42528,33446.3
07/10/2010,29409.3201,32336
08/10/2010,27597.91491,30459.1
09/10/2010,26222.30972,29253.6
10/10/2010,25434.40454,28414.5
11/10/2010,25011.59935,28331.6
12/10/2010,24780.89417,28497.6
13/10/2010,24651.75739,28414.5
14/10/2010,24048.67858,27837.9
15/10/2010,22766.79977,27350.6
16/10/2010,21494.42096,27674.7
17/10/2010,20286.04216,27674.7
18/10/2010,19201.26335,26869.7
19/10/2010,18498.48454,26004.3
20/10/2010,18377.40573,25084.1
21/10/2010,18794.12692,24262
22/10/2010,19316.64812,23604.5
23/10/2010,19507.86931,23173.5
24/10/2010,19453.5905,22329.2
25/10/2010,19218.51169,21714.2
26/10/2010,18748.13289,21099.2
27/10/2010,17996.65408,20484.2
28/10/2010,16991.87527,19869.2
29/10/2010,15861.29646,19742.2
30/10/2010,14705.01765,19742.2
31/10/2010,13594.63885,19679
01/11/2010,12605.96004,19054.7
02/11/2010,11784.48123,18687.3
03/11/2010,11107.20242,17850.4
04/11/2010,10506.45872,17270
05/11/2010,9932.5011,16928.5
06/11/2010,9375.04349,16425.7
07/11/2010,8847.28588,16042.4
08/11/2010,8366.22826,15665.8
09/11/2010,7943.77065,15453.5
10/11/2010,7583.81304,15139.2
11/11/2010,7283.75542,14727.5
12/11/2010,7035.89781,14474.4
13/11/2010,6829.94019,14224.6
14/11/2010,6654.28258,13978
15/11/2010,6499.82497,13734.6
16/11/2010,6381.36735,13399.2
17/11/2010,6325.70974,13210.2
18/11/2010,6259.75213,13069.8
19/11/2010,6141.79451,12930.6
20/11/2010,5976.5369,12792.4
21/11/2010,5825.97301,12655.3
22/11/2010,5706.60728,12519.3
23/11/2010,5645.74155,12429.3
24/11/2010,5736.37583,12250.6
25/11/2010,6108.7101,12117.9
26/11/2010,6789.14437,12162
27/11/2010,7586.47864,12250.6
28/11/2010,8215.41291,12384.4
29/11/2010,8513.74719,12384.4
30/11/2010,8484.38146,12162
01/12/2010,8215.61573,11942.6
02/12/2010,7811.45,11597.6
03/12/2010,7365.78428,11385.8
04/12/2010,6954.21855,11301.9
05/12/2010,6616.75282,11135.4
06/12/2010,6359.46561,11052.9
07/12/2010,6133.50341,11011.8
08/12/2010,5903.04121,10929.9
09/12/2010,5675.07901,10808
10/12/2010,5488.41681,10647
11/12/2010,5285.05461,10487.8
12/12/2010,5031.99241,10291.3
13/12/2010,4810.93021,10136
14/12/2010,4627.26801,9982.5
15/12/2010,4419.40581,9868.6
16/12/2010,4252.94361,9755.5
17/12/2010,4121.3814,9680.7
18/12/2010,4010.2192,9606.4
19/12/2010,3908.757,9532.4
20/12/2010,3811.5948,9422.3
21/12/2010,3719.5326,9349.4
22/12/2010,3637.9704,9276.9
23/12/2010,3573.87091,9169
24/12/2010,3533.86938,9062
25/12/2010,3497.46785,9026.5
26/12/2010,3453.26631,8991.2
27/12/2010,3400.26478,8920.8
28/12/2010,3344.66324,8816
29/12/2010,3287.96171,8677.6
30/12/2010,3227.06017,8574.9
31/12/2010,3157.85864,8439.4
01/01/2011,2437.49065,8372.2
02/01/2011,2407.49065,8305.5
03/01/2011,2377.39065,8239.1
04/01/2011,2350.59065,8206.1
05/01/2011,2330.33178,8074.9
06/01/2011,2320.91039,7977.6
07/01/2011,2320.589,7913.2
08/01/2011,2325.46761,7849.1
09/01/2011,2329.74622,7785.5
10/01/2011,2330.02483,7722.3
11/01/2011,2326.60344,7659.4
12/01/2011,2321.58205,7596.9
13/01/2011,2318.36066,7534.8
14/01/2011,2320.93927,7473.1
15/01/2011,2333.91788,7381.2
16/01/2011,2360.39649,7320.4
17/01/2011,2399.3751,7260
18/01/2011,2444.85371,7199.9
19/01/2011,2491.23232,7140.3
20/01/2011,2545.41093,7110.6
21/01/2011,2630.68954,7080.9
22/01/2011,2763.76815,7022
23/01/2011,2923.64676,6963.4
24/01/2011,3062.72538,6963.4
25/01/2011,3149.10399,6963.4
26/01/2011,3181.7826,6905.2
27/01/2011,3177.76121,6847.4
28/01/2011,3153.23982,6761.3
29/01/2011,3115.61843,6704.3
30/01/2011,3066.29704,6647.7
31/01/2011,3006.57565,6591.5
01/02/2011,2940.85426,6535.6
02/02/2011,2874.43287,6480.1
03/02/2011,2810.61148,6424.9
04/02/2011,2751.59009,6397.4
05/02/2011,2697.9687,6370.1
06/02/2011,2653.61438,6315.6
07/02/2011,2613.10923,6288.5
08/02/2011,2575.50407,6234.5
09/02/2011,2542.29892,6207.7
10/02/2011,2514.99377,6180.9
11/02/2011,2494.28862,6127.6
12/02/2011,2479.68346,6101.1
13/02/2011,2470.37831,6074.7
14/02/2011,2465.37316,6048.4
15/02/2011,2463.768,6048.4
16/02/2011,2464.76285,6048.4
17/02/2011,2476.0577,6074.7
18/02/2011,2566.55255,6127.6
19/02/2011,2807.54739,6127.6
20/02/2011,3238.54224,6180.9
21/02/2011,3810.93709,6154.2
22/02/2011,4364.13194,6127.6
23/02/2011,4653.02678,6101.1
24/02/2011,4575.52163,6074.7
25/02/2011,4335.61648,6074.7
26/02/2011,4144.93208,6342.8
27/02/2011,4008.98006,6647.7
28/02/2011,3899.12803,6818.6
01/03/2011,3807.07601,6761.3
02/03/2011,3732.02399,6619.6
03/03/2011,3673.87197,6424.9
04/03/2011,3629.61994,6288.5
05/03/2011,3591.26792,6154.2
06/03/2011,3548.1159,6048.4
07/03/2011,3492.66388,5995.9
08/03/2011,3430.51185,5943.9
09/03/2011,3382.55983,5892.1
10/03/2011,3372.00781,5840.7
11/03/2011,3399.25579,5815.1
12/03/2011,3437.80376,5815.1
13/03/2011,3464.05174,5840.7
14/03/2011,3480.69972,5866.4
15/03/2011,3515.5477,5917.9
16/03/2011,3581.89567,6048.4
17/03/2011,3654.94365,6127.6
18/03/2011,3727.48719,6207.7
19/03/2011,3786.07411,6563.5
20/03/2011,3824.86103,7080.9
21/03/2011,3891.04795,7473.1
22/03/2011,4121.43487,7659.4
23/03/2011,4765.92179,7690.8
24/03/2011,5943.90871,7628.1
25/03/2011,7540.09563,7473.1
26/03/2011,9454.48255,7473.1
27/03/2011,11240.16947,7785.5
28/03/2011,12540.35638,10567.2
29/03/2011,13265.7433,11597.6
30/03/2011,13529.53022,11855.6
31/03/2011,13442.61714,11812.3
01/04/2011,13052.60406,11726.1
02/04/2011,12416.69098,11726.1
03/04/2011,11614.4779,11555
04/04/2011,10806.46482,11176.9
05/04/2011,10101.65174,10727.3
06/04/2011,9507.73866,10330.3
07/04/2011,8992.82558,10097.5
08/04/2011,8459.9125,9906.4
09/04/2011,7928.59942,9868.6
10/04/2011,7383.88634,9868.6
11/04/2011,6897.22449,9793.1
12/04/2011,6528.69116,9680.7
13/04/2011,6298.45782,9532.4
14/04/2011,6256.02449,9606.4
15/04/2011,6363.79116,9606.4
16/04/2011,6430.75782,9569.3
17/04/2011,6398.22449,9680.7
18/04/2011,6560.59116,9868.6
19/04/2011,6864.15782,9982.5
20/04/2011,7111.22449,9982.5
21/04/2011,7289.29116,9830.8
22/04/2011,7459.05782,9793.1
23/04/2011,7812.72449,10136
24/04/2011,8581.4631,10408.8
25/04/2011,9711.44986,10408.8
26/04/2011,11046.83661,10448.3
27/04/2011,12363.72337,10970.8
28/04/2011,13341.81013,12609.8
29/04/2011,13742.09689,13590.1
30/04/2011,13648.78365,13783.1
01/05/2011,13242.27041,13446.7
02/05/2011,12743.85717,13257.3
03/05/2011,12357.34393,12792.4
04/05/2011,12256.43069,12564.5
05/05/2011,12681.81744,12206.2
06/05/2011,13753.8042,11986.2
07/05/2011,15106.19096,12162
08/05/2011,16279.17772,12792.4
09/05/2011,17365.16448,13304.5
10/05/2011,18277.05124,13978
11/05/2011,18972.438,14424.2
12/05/2011,19394.72476,14880.9
13/05/2011,19533.11151,13399.2
14/05/2011,19386.49827,13304.5
15/05/2011,19127.38503,12884.4
16/05/2011,18829.97179,13210.2
17/05/2011,18500.25855,13542.2
18/05/2011,18000.99527,13399.2
19/05/2011,17335.75611,13494.4
20/05/2011,16588.71694,13494.4
21/05/2011,15995.07777,13590.1
22/05/2011,15607.83861,13542.2
23/05/2011,15635.49944,13446.7
24/05/2011,15959.96027,13978
25/05/2011,16171.3211,14524.8
26/05/2011,16154.48194,15191.3
27/05/2011,16254.44277,15400.8
28/05/2011,16634.1036,15506.4
29/05/2011,17324.66444,16096.8
30/05/2011,18063.62527,17674.8
31/05/2011,18556.7861,19116.5
01/06/2011,18994.34693,18931.6
02/06/2011,19528.70777,18385.1
03/06/2011,20058.05714,18146
04/06/2011,20393.11921,18265.3
05/06/2011,20721.78128,19178.4
06/06/2011,21339.44335,20643.7
07/06/2011,22262.10542,23388.3
08/06/2011,23499.46749,26160.1
09/06/2011,25128.62956,27431.4
10/06/2011,26751.59163,27756.2
11/06/2011,27923.65369,27837.9
12/06/2011,28659.51576,27512.3
13/06/2011,29135.37783,26160.1
14/06/2011,29316.0399,25159.9
15/06/2011,29127.20197,24410
16/06/2011,28653.96404,23460.2
17/06/2011,28014.42373,23316.5
18/06/2011,27360.65906,23895.1
19/06/2011,26924.39438,24707.9
20/06/2011,26439.92971,24707.9
21/06/2011,25564.86504,24633.2
22/06/2011,24633.50037,24633.2
23/06/2011,23763.73569,25159.9
24/06/2011,23047.17102,26082.1
25/06/2011,22864.90635,26552.6
26/06/2011,23373.14168,27029.3
27/06/2011,24468.777,28248.9
28/06/2011,25896.61233,29938
29/06/2011,27763.24766,30546.6
30/06/2011,30417.98299,30459.1
01/07/2011,34488.91832,31521.4
02/07/2011,37776.25364,32980.3
03/07/2011,38168.28897,35359.6
04/07/2011,39050.1243,35067.5
05/07/2011,41165.18088,34970.6
06/07/2011,43779.79716,37375.7
07/07/2011,46069.71344,40641
08/07/2011,47608.82972,43483.1
09/07/2011,48455.346,44300.7
10/07/2011,48926.66228,45130.9
11/07/2011,48693.77856,47002.2
12/07/2011,47510.49484,47698.2
13/07/2011,46060.01112,48580.1
14/07/2011,44664.5274,49295.2
15/07/2011,43350.94368,49115.6
16/07/2011,42112.45996,50567.2
17/07/2011,41777.47624,51306.1
18/07/2011,42900.29252,52810.4
19/07/2011,45639.7088,53192
20/07/2011,49042.32508,53962.1
21/07/2011,51922.24136,55134.3
22/07/2011,53935.95764,56126.9
23/07/2011,55648.37392,56931.6
24/07/2011,57351.7902,56931.6
25/07/2011,58660.4878,57134.2
26/07/2011,59177.0174,54545.6
27/07/2011,58916.647,52430.9
28/07/2011,58722.3766,51306.1
29/07/2011,58790.70619,48936.6
30/07/2011,59138.03579,48758.1
31/07/2011,59232.86539,49295.2
01/08/2011,58122.69499,49655.9
02/08/2011,55963.22459,50201.1
03/08/2011,53459.65419,48580.1
04/08/2011,51359.28379,48225.8
05/08/2011,49912.51338,47873.6
06/08/2011,48978.94298,47349.2
07/08/2011,48770.07258,46314.5
08/08/2011,49815.40218,46485.7
09/08/2011,52470.03178,47873.6
10/08/2011,55277.56138,49295.2
11/08/2011,56748.59098,50935.6
12/08/2011,57590.52058,48225.8
13/08/2011,57337.05017,47002.2
14/08/2011,55539.77977,45298.5
15/08/2011,52305.60937,42200.5
16/08/2011,48714.03897,40030.6
17/08/2011,47014.48148,40641
18/08/2011,48534.79527,43808.6
19/08/2011,52188.00906,45973.8
20/08/2011,56119.82284,45298.5
21/08/2011,59160.73663,45130.9
22/08/2011,59868.25042,44797.3
23/08/2011,57871.06421,43483.1
24/08/2011,54206.37799,42677.8
25/08/2011,50332.69178,41727.6
26/08/2011,47005.60557,41414.8
27/08/2011,44206.21936,40949.1
28/08/2011,41960.33314,39427.7
29/08/2011,40318.44693,36947.6
30/08/2011,38770.16072,34970.6
31/08/2011,37002.17451,32887.7
01/09/2011,35133.9883,31253.3
02/09/2011,33343.80208,29851.8
03/09/2011,31613.51587,29084.3
04/09/2011,29894.22966,27029.3
05/09/2011,28179.24345,25849.2
06/09/2011,26518.75723,24707.9
07/09/2011,25030.71405,23968.1
08/09/2011,23765.45644,24188.3
09/09/2011,22623.69882,23968.1
10/09/2011,21741.04121,23102.3
11/09/2011,21401.1836,23102.3
12/09/2011,21883.82598,23676.9
13/09/2011,23509.46837,24262
14/09/2011,25843.11076,24782.8
15/09/2011,27649.45314,25008.5
16/09/2011,28173.19553,24410
17/09/2011,28349.03792,24633.2
18/09/2011,29343.4803,25694.8
19/09/2011,32035.62269,27593.4
20/09/2011,35826.36507,30110.9
21/09/2011,39509.70746,32062.7
22/09/2011,42276.14985,30371.8
23/09/2011,42949.39223,29338.5
24/09/2011,41601.98752,28664.3
25/09/2011,39006.08233,28001.7
26/09/2011,35987.57715,27593.4
27/09/2011,33625.57196,29338.5
28/09/2011,32568.36677,29938
29/09/2011,33073.86159,30110.9
30/09/2011,34841.3564,30371.8
01/10/2011,36413.95122,30986.8
02/10/2011,36812.64603,31253.3
03/10/2011,35823.74084,31075.5
04/10/2011,33612.53566,29338.5
05/10/2011,30837.23047,28331.6
06/10/2011,28008.22528,26004.3
07/10/2011,25403.5201,24041.4
08/10/2011,23135.01491,22889.5
09/10/2011,21251.10972,21915.7
10/10/2011,19743.10454,20973
11/10/2011,18519.49935,20318.3
12/10/2011,17437.09417,19552.9
13/10/2011,16377.35739,19365
14/10/2011,15299.87858,18325.1
15/10/2011,14221.19977,17616.5
16/10/2011,13184.02096,17155.6
17/10/2011,12231.14216,16536.5
18/10/2011,11392.36335,15988.2
19/10/2011,10682.98454,15880.2
20/10/2011,10128.00573,15559.4
21/10/2011,9722.42692,15243.4
22/10/2011,9409.04812,15243.4
23/10/2011,9173.46931,15139.2
24/10/2011,9000.7905,15139.2
25/10/2011,8928.91169,15035.5
26/10/2011,8909.33289,14727.5
27/10/2011,8841.05408,14324.2
28/10/2011,8701.67527,13978
29/10/2011,8539.09646,13831.6
30/10/2011,8396.21765,13638.2
31/10/2011,8262.13885,13494.4
01/11/2011,8125.26004,13257.3
02/11/2011,7990.38123,12884.4
03/11/2011,7864.80242,12609.8
04/11/2011,7746.45872,12339.7
05/11/2011,7628.6011,12030
06/11/2011,7517.14349,11812.3
07/11/2011,7386.98588,11683.1
08/11/2011,7230.52826,11470.2
09/11/2011,7055.97065,11176.9
10/11/2011,6890.91304,10929.9
11/11/2011,6740.45542,10567.2
12/11/2011,6604.09781,10252.3
13/11/2011,6480.04019,10059.1
14/11/2011,6365.38258,9868.6
15/11/2011,6257.52497,9680.7
16/11/2011,6154.86735,9532.4
17/11/2011,6056.90974,9422.3
18/11/2011,5965.55213,9204.9
19/11/2011,5891.29451,9204.9
20/11/2011,5860.0369,9169
21/11/2011,5883.07301,9026.5
22/11/2011,5919.20728,8920.8
23/11/2011,5949.74155,8816
24/11/2011,5986.77583,8781.2
25/11/2011,6043.1101,8712
26/11/2011,6130.84437,8643.3
27/11/2011,6247.07864,8507
28/11/2011,6368.01291,8372.2
29/11/2011,6458.04719,8239.1
30/11/2011,6491.58146,8107.6
01/12/2011,6466.51573,8042.4
02/12/2011,6395.35,7977.6
03/12/2011,6282.88428,7849.1
04/12/2011,6122.31855,7722.3
05/12/2011,5910.65282,7659.4
06/12/2011,5675.36561,7596.9
07/12/2011,5426.10341,7503.9
08/12/2011,5177.64121,7411.7
09/12/2011,4946.87901,7320.4
10/12/2011,4741.11681,7229.9
11/12/2011,4560.05461,7170
12/12/2011,4414.79241,7140.3
13/12/2011,4351.13021,7051.4
14/12/2011,4439.36801,6992.7
15/12/2011,4705.50581,6934.3
16/12/2011,5052.14361,6876.2
17/12/2011,5312.9814,6818.6
18/12/2011,5386.2192,6818.6
19/12/2011,5272.557,6789.9
20/12/2011,5031.2948,6761.3
21/12/2011,4731.2326,6647.7
22/12/2011,4424.8704,6591.5
23/12/2011,4145.57091,6535.6
24/12/2011,3915.86938,6480.1
25/12/2011,3728.46785,6424.9
26/12/2011,3577.56631,6370.1
27/12/2011,3453.46478,6288.5
28/12/2011,3347.06324,6234.5
29/12/2011,3251.86171,6180.9
30/12/2011,3163.56017,6127.6
31/12/2011,3079.55864,6074.7
01/01/2012,2356.39065,5995.9
02/01/2012,2332.09065,5892.1
03/01/2012,2313.19065,5840.7
04/01/2012,2314.99065,5815.1
05/01/2012,2364.83178,5789.6
06/01/2012,2459.91039,5764.2
07/01/2012,2551.289,5738.9
08/01/2012,2587.96761,5688.5
09/01/2012,2562.04622,5663.4
10/01/2012,2524.52483,5613.5
11/01/2012,2505.10344,5588.6
12/01/2012,2497.28205,5563.9
13/01/2012,2494.06066,5539.2
14/01/2012,2496.93927,5514.6
15/01/2012,2512.41788,5490.1
16/01/2012,2545.69649,5465.7
17/01/2012,2595.5751,5417.1
18/01/2012,2651.95371,5344.7
19/01/2012,2699.73232,5296.9
20/01/2012,2732.61093,5273.1
21/01/2012,2749.58954,5273.1
22/01/2012,2729.76815,5225.8
23/01/2012,2687.14676,5178.8
24/01/2012,2643.12538,5132.1
25/01/2012,2612.70399,5085.7
26/01/2012,2595.3826,5039.6
27/01/2012,2580.76121,4993.8
28/01/2012,2570.73982,4971.1
29/01/2012,2556.71843,4971.1
30/01/2012,2534.89704,4993.8
31/01/2012,2506.87565,5016.7
01/02/2012,2476.85426,4993.8
02/02/2012,2448.43287,4948.4
03/02/2012,2424.01148,4925.8
04/02/2012,2404.39009,4880.8
05/02/2012,2389.4687,4858.4
06/02/2012,2383.81438,4813.9
07/02/2012,2382.80923,4791.7
08/02/2012,2384.30407,4769.6
09/02/2012,2387.89892,4747.6
10/02/2012,2393.09377,4725.7
11/02/2012,2409.28862,4703.8
12/02/2012,2489.78346,4682.1
13/02/2012,2654.87831,4660.4
14/02/2012,2908.77316,4638.7
15/02/2012,3139.168,4638.7
16/02/2012,3141.86285,4638.7
17/02/2012,3019.1577,4617.2
18/02/2012,2939.35255,4617.2
19/02/2012,2919.14739,4617.2
20/02/2012,2923.74224,4660.4
21/02/2012,2930.93709,4660.4
22/02/2012,2931.93194,4617.2
23/02/2012,2925.92678,4595.7
24/02/2012,2914.42163,4531.7
25/02/2012,2897.31648,4489.4
26/02/2012,2885.53208,4447.4
27/02/2012,2869.18006,4426.5
28/02/2012,2852.62803,4468.4
29/02/2012,2852.47601,4489.4
01/03/2012,2893.02399,4489.4
02/03/2012,2979.47197,4468.4
03/03/2012,3080.11994,4447.4
04/03/2012,3272.36792,4447.4
05/03/2012,3410.9159,4489.4
06/03/2012,3381.76388,4574.3
07/03/2012,3377.51185,4660.4
08/03/2012,3407.55983,4725.7
09/03/2012,3451.80781,4813.9
10/03/2012,3486.15579,4903.2
11/03/2012,3491.70376,4993.8
12/03/2012,3466.35174,5016.7
13/03/2012,3429.39972,4993.8
14/03/2012,3370.5477,4925.8
15/03/2012,3312.79567,4925.8
16/03/2012,3266.54365,4925.8
17/03/2012,3245.48719,5039.6
18/03/2012,3249.77411,5225.8
19/03/2012,3284.16103,5273.1
20/03/2012,3368.24795,5273.1
21/03/2012,3519.03487,5178.8
22/03/2012,3722.02179,5155.4
23/03/2012,3923.00871,5155.4
24/03/2012,4070.39563,5178.8
25/03/2012,4157.78255,5249.4
26/03/2012,4217.36947,5273.1
27/03/2012,4279.65638,5320.8
28/03/2012,4344.7433,5320.8
29/03/2012,4414.73022,5344.7
30/03/2012,4504.81714,5392.9
31/03/2012,4669.00406,5465.7
01/04/2012,4981.69098,5588.6
02/04/2012,5480.3779,5688.5
03/04/2012,6089.86482,5789.6
04/04/2012,6613.05174,5892.1
05/04/2012,6886.13866,5815.1
06/04/2012,6949.32558,6180.9
07/04/2012,6983.6125,6424.9
08/04/2012,7031.29942,6732.8
09/04/2012,7027.58634,6992.7
10/04/2012,7190.82449,7080.9
11/04/2012,7589.09116,7110.6
12/04/2012,8222.35782,7229.9
13/04/2012,9208.22449,7411.7
14/04/2012,10284.59116,7565.8
