02Jan2018 06:00,2242.99072266
03Jan2018 06:00,2242.99072266
04Jan2018 06:00,2242.99072266
05Jan2018 06:00,2243.53173828
06Jan2018 06:00,2246.51098633
07Jan2018 06:00,2249.49316406
08Jan2018 06:00,2252.48876953
09Jan2018 06:00,2255.51367188
10Jan2018 06:00,2258.57275391
11Jan2018 06:00,2261.64697266
12Jan2018 06:00,2264.71484375
13Jan2018 06:00,2267.8059082
14Jan2018 06:00,2271.10253906
15Jan2018 06:00,2275.00512695
16Jan2018 06:00,2279.78100586
17Jan2018 06:00,2285.01489258
18Jan2018 06:00,2289.87939453
19Jan2018 06:00,2293.91967773
20Jan2018 06:00,2297.38818359
21Jan2018 06:00,2300.94165039
22Jan2018 06:00,2304.68041992
23Jan2018 06:00,2308.12744141
24Jan2018 06:00,2310.91674805
25Jan2018 06:00,2313.01367188
26Jan2018 06:00,2314.8347168
27Jan2018 06:00,2317.97631836
28Jan2018 06:00,2327.5090332
29Jan2018 06:00,2352.55078125
30Jan2018 06:00,2397.82470703
31Jan2018 06:00,2452.54589844
01Feb2018 06:00,2496.64550781
02Feb2018 06:00,2518.04296875
03Feb2018 06:00,2517.04833984
04Feb2018 06:00,2500.80615234
05Feb2018 06:00,2477.60717773
06Feb2018 06:00,2460.59399414
07Feb2018 06:00,2457.50024414
08Feb2018 06:00,2486.01074219
09Feb2018 06:00,2560.32519531
10Feb2018 06:00,2667.2109375
11Feb2018 06:00,2771.08178711
12Feb2018 06:00,2847.77392578
13Feb2018 06:00,2898.20117188
14Feb2018 06:00,2933.24243164
15Feb2018 06:00,2955.30883789
16Feb2018 06:00,2956.61010742
17Feb2018 06:00,2934.41113281
18Feb2018 06:00,2903.60327148
19Feb2018 06:00,2894.29907227
20Feb2018 06:00,2937.14038086
21Feb2018 06:00,3028.15551758
22Feb2018 06:00,3090.51342773
23Feb2018 06:00,3101.67993164
24Feb2018 06:00,3070.80957031
25Feb2018 06:00,3013.49365234
26Feb2018 06:00,2965.77929688
27Feb2018 06:00,2941.77124023
28Feb2018 06:00,2964.89428711
01Mar2018 06:00,3011.40600586
02Mar2018 06:00,3058.62231445
